location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Zeil (Mitte), Frankfurt a.M.;2019-07-05 05:00:00 +0200;Friday;128;14;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 06:00:00 +0200;Friday;243;14;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 07:00:00 +0200;Friday;611;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 08:00:00 +0200;Friday;1233;17;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 09:00:00 +0200;Friday;1836;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 10:00:00 +0200;Friday;2893;21;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 11:00:00 +0200;Friday;4114;23;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 12:00:00 +0200;Friday;5149;23;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 13:00:00 +0200;Friday;5159;25;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 14:00:00 +0200;Friday;5353;26;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 15:00:00 +0200;Friday;5666;27;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 16:00:00 +0200;Friday;5808;28;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 17:00:00 +0200;Friday;5965;29;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 18:00:00 +0200;Friday;6143;30;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 19:00:00 +0200;Friday;5932;29;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 20:00:00 +0200;Friday;4290;27;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 21:00:00 +0200;Friday;2839;26;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 22:00:00 +0200;Friday;2366;24;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-05 23:00:00 +0200;Friday;2185;22;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 00:00:00 +0200;Saturday;1739;22;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 01:00:00 +0200;Saturday;1331;20;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 02:00:00 +0200;Saturday;749;18;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 03:00:00 +0200;Saturday;589;17;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 04:00:00 +0200;Saturday;275;16;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 05:00:00 +0200;Saturday;221;16;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 06:00:00 +0200;Saturday;237;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 07:00:00 +0200;Saturday;238;14;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 08:00:00 +0200;Saturday;518;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 09:00:00 +0200;Saturday;1614;23;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 10:00:00 +0200;Saturday;3405;24;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 11:00:00 +0200;Saturday;5286;27;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 12:00:00 +0200;Saturday;7003;28;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 13:00:00 +0200;Saturday;7918;28;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 14:00:00 +0200;Saturday;8135;29;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 15:00:00 +0200;Saturday;8352;30;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 16:00:00 +0200;Saturday;8335;31;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 17:00:00 +0200;Saturday;8471;31;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 18:00:00 +0200;Saturday;8273;30;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 19:00:00 +0200;Saturday;7089;28;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 20:00:00 +0200;Saturday;5307;26;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 21:00:00 +0200;Saturday;3110;25;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 22:00:00 +0200;Saturday;2629;24;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-06 23:00:00 +0200;Saturday;2086;22;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 00:00:00 +0200;Sunday;1716;21;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 01:00:00 +0200;Sunday;1136;21;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 02:00:00 +0200;Sunday;855;20;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 03:00:00 +0200;Sunday;632;18;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 04:00:00 +0200;Sunday;380;17;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 05:00:00 +0200;Sunday;216;16;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 06:00:00 +0200;Sunday;82;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 07:00:00 +0200;Sunday;239;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 08:00:00 +0200;Sunday;313;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 09:00:00 +0200;Sunday;173;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 10:00:00 +0200;Sunday;467;15;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 11:00:00 +0200;Sunday;720;15;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 12:00:00 +0200;Sunday;1332;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 13:00:00 +0200;Sunday;1577;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 14:00:00 +0200;Sunday;1821;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 15:00:00 +0200;Sunday;2033;22;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 16:00:00 +0200;Sunday;2043;22;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 17:00:00 +0200;Sunday;1949;22;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 18:00:00 +0200;Sunday;2014;22;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 19:00:00 +0200;Sunday;1901;21;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 20:00:00 +0200;Sunday;1696;21;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 21:00:00 +0200;Sunday;1296;20;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 22:00:00 +0200;Sunday;942;19;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-07 23:00:00 +0200;Sunday;525;17;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 00:00:00 +0200;Monday;239;16;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 01:00:00 +0200;Monday;124;13;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 02:00:00 +0200;Monday;74;12;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 03:00:00 +0200;Monday;44;11;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 04:00:00 +0200;Monday;21;11;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 05:00:00 +0200;Monday;123;11;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 06:00:00 +0200;Monday;252;10;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 07:00:00 +0200;Monday;656;12;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 08:00:00 +0200;Monday;1388;15;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 09:00:00 +0200;Monday;1935;16;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 10:00:00 +0200;Monday;3130;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 11:00:00 +0200;Monday;4346;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 12:00:00 +0200;Monday;5745;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 13:00:00 +0200;Monday;5913;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 14:00:00 +0200;Monday;5909;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 15:00:00 +0200;Monday;6264;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 16:00:00 +0200;Monday;6495;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 17:00:00 +0200;Monday;6829;19;cloudy;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 18:00:00 +0200;Monday;6512;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 19:00:00 +0200;Monday;5542;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 20:00:00 +0200;Monday;3314;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 21:00:00 +0200;Monday;1558;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 22:00:00 +0200;Monday;999;16;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-08 23:00:00 +0200;Monday;561;15;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 00:00:00 +0200;Tuesday;248;12;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 01:00:00 +0200;Tuesday;93;11;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 02:00:00 +0200;Tuesday;105;11;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 03:00:00 +0200;Tuesday;39;11;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 04:00:00 +0200;Tuesday;25;10;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 05:00:00 +0200;Tuesday;112;9;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 06:00:00 +0200;Tuesday;265;9;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 07:00:00 +0200;Tuesday;619;11;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 08:00:00 +0200;Tuesday;1441;14;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 09:00:00 +0200;Tuesday;1743;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 10:00:00 +0200;Tuesday;2717;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 11:00:00 +0200;Tuesday;3862;16;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 12:00:00 +0200;Tuesday;4954;17;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 13:00:00 +0200;Tuesday;5259;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 14:00:00 +0200;Tuesday;5341;18;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 15:00:00 +0200;Tuesday;5820;19;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 16:00:00 +0200;Tuesday;6116;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 17:00:00 +0200;Tuesday;6708;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 18:00:00 +0200;Tuesday;6417;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 19:00:00 +0200;Tuesday;5436;20;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 20:00:00 +0200;Tuesday;3358;20;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 21:00:00 +0200;Tuesday;1766;18;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 22:00:00 +0200;Tuesday;1115;17;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-09 23:00:00 +0200;Tuesday;616;12;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 00:00:00 +0200;Wednesday;280;11;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 01:00:00 +0200;Wednesday;121;10;clear-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 02:00:00 +0200;Wednesday;108;8;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 03:00:00 +0200;Wednesday;53;8;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 04:00:00 +0200;Wednesday;57;6;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 05:00:00 +0200;Wednesday;128;6;partly-cloudy-night;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 06:00:00 +0200;Wednesday;350;6;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 07:00:00 +0200;Wednesday;655;10;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 08:00:00 +0200;Wednesday;1323;12;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 09:00:00 +0200;Wednesday;1747;15;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 10:00:00 +0200;Wednesday;2723;17;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 11:00:00 +0200;Wednesday;3811;19;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 12:00:00 +0200;Wednesday;4814;21;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 13:00:00 +0200;Wednesday;5154;22;partly-cloudy-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 14:00:00 +0200;Wednesday;5360;23;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 15:00:00 +0200;Wednesday;5590;24;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 16:00:00 +0200;Wednesday;6039;24;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 17:00:00 +0200;Wednesday;6183;26;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 18:00:00 +0200;Wednesday;6297;27;clear-day;
Zeil (Mitte), Frankfurt a.M.;2019-07-10 19:00:00 +0200;Wednesday;5671;26;clear-day;
