location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 12:00:00 +0200;Friday;4359;18;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 13:00:00 +0200;Friday;4625;19;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 14:00:00 +0200;Friday;4340;20;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 15:00:00 +0200;Friday;4757;21;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 16:00:00 +0200;Friday;5002;22;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 17:00:00 +0200;Friday;5033;23;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 18:00:00 +0200;Friday;4657;23;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 19:00:00 +0200;Friday;3700;22;partly-cloudy-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 20:00:00 +0200;Friday;1822;20;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 21:00:00 +0200;Friday;1071;18;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 22:00:00 +0200;Friday;896;16;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-04 23:00:00 +0200;Friday;711;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 00:00:00 +0200;Saturday;488;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 01:00:00 +0200;Saturday;340;14;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 02:00:00 +0200;Saturday;148;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 03:00:00 +0200;Saturday;151;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 04:00:00 +0200;Saturday;112;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 05:00:00 +0200;Saturday;132;11;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 06:00:00 +0200;Saturday;105;11;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 07:00:00 +0200;Saturday;176;11;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 08:00:00 +0200;Saturday;389;13;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 09:00:00 +0200;Saturday;1094;15;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 10:00:00 +0200;Saturday;2353;16;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 11:00:00 +0200;Saturday;4230;18;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 12:00:00 +0200;Saturday;5155;20;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 13:00:00 +0200;Saturday;5838;21;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 14:00:00 +0200;Saturday;7019;22;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 15:00:00 +0200;Saturday;7603;23;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 16:00:00 +0200;Saturday;8341;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 17:00:00 +0200;Saturday;7696;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 18:00:00 +0200;Saturday;6596;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 19:00:00 +0200;Saturday;4762;24;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 20:00:00 +0200;Saturday;2539;22;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 21:00:00 +0200;Saturday;1477;19;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 22:00:00 +0200;Saturday;1246;18;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-05 23:00:00 +0200;Saturday;878;17;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 00:00:00 +0200;Sunday;619;17;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 01:00:00 +0200;Sunday;398;16;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 02:00:00 +0200;Sunday;271;15;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 03:00:00 +0200;Sunday;185;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 04:00:00 +0200;Sunday;210;13;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 05:00:00 +0200;Sunday;144;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 06:00:00 +0200;Sunday;143;12;clear-night;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 07:00:00 +0200;Sunday;324;12;clear-day;
Bahnhofstraße (Mitte), Saarbrücken;2018-05-06 08:00:00 +0200;Sunday;214;14;clear-day;
