location;time of measurement;weekday;pedestrians count;temperature in ºc;weather condition;incidents
Leipziger Straße (West), Halle (Saale);2020-12-19 07:00:00 +0100;Saturday;50;1;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 08:00:00 +0100;Saturday;109;2;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 09:00:00 +0100;Saturday;222;2;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 10:00:00 +0100;Saturday;433;3;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 11:00:00 +0100;Saturday;638;5;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 12:00:00 +0100;Saturday;664;7;partly-cloudy-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 13:00:00 +0100;Saturday;669;9;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 14:00:00 +0100;Saturday;778;10;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 15:00:00 +0100;Saturday;779;9;clear-day;
Leipziger Straße (West), Halle (Saale);2020-12-19 16:00:00 +0100;Saturday;730;8;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 17:00:00 +0100;Saturday;476;7;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 18:00:00 +0100;Saturday;344;6;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 19:00:00 +0100;Saturday;236;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 20:00:00 +0100;Saturday;99;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 21:00:00 +0100;Saturday;73;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 22:00:00 +0100;Saturday;44;5;clear-night;
Leipziger Straße (West), Halle (Saale);2020-12-19 23:00:00 +0100;Saturday;32;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 00:00:00 +0100;Sunday;20;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 01:00:00 +0100;Sunday;23;4;partly-cloudy-night;
Leipziger Straße (West), Halle (Saale);2020-12-20 02:00:00 +0100;Sunday;15;4;partly-cloudy-night;
